Month:Day:Hr:Min:Sec:MSec,Packet number,Element 1, Element 2, Element 3, Element 4
9:30:16:5:3:969,35107,0.01141279,-0.2798269,-0.9205298,-0.2723811
9:30:16:5:4:29,35114,0.01122964,-0.2801917,-0.9204034,-0.2724409
9:30:16:5:4:88,35121,0.01116867,-0.2803764,-0.9203475,-0.2724424
9:30:16:5:4:147,35129,0.01098553,-0.2807412,-0.9202209,-0.2725021
9:30:16:5:4:206,35136,0.01086352,-0.2809869,-0.9201649,-0.2724425
9:30:16:5:4:266,35143,0.01074177,-0.281239,-0.9200689,-0.2725113
9:30:16:5:4:325,35150,0.01068042,-0.281536,-0.9199812,-0.2725034
9:30:16:5:4:384,35158,0.01043625,-0.2819008,-0.9198545,-0.2725631
9:30:16:5:4:444,35165,0.01055847,-0.2819051,-0.9198687,-0.2725062
9:30:16:5:4:513,35173,0.01049772,-0.2822178,-0.9197713,-0.2725135
9:30:16:5:4:572,35181,0.01049777,-0.2824022,-0.9197143,-0.2725147
9:30:16:5:4:632,35188,0.01049758,-0.2825192,-0.919698,-0.2724489
9:30:16:5:4:691,35195,0.01019242,-0.2830075,-0.919515,-0.272571
9:30:16:5:4:750,35203,0.01019207,-0.2831198,-0.9194833,-0.2725616
9:30:16:5:4:809,35210,0.01019228,-0.2833088,-0.9194415,-0.2725062
9:30:16:5:4:868,35217,0.0101313,-0.2834933,-0.919385,-0.2725075
9:30:16:5:4:928,35224,0.01007032,-0.2836778,-0.9193283,-0.2725089
9:30:16:5:4:987,35232,0.009948526,-0.2839297,-0.9192315,-0.2725774
9:30:16:5:5:46,35239,0.009887537,-0.2841141,-0.9191748,-0.2725787
9:30:16:5:5:105,35246,0.009643006,-0.2845908,-0.9190151,-0.2726285
9:30:16:5:5:165,35254,0.009581852,-0.2848312,-0.9189423,-0.272625
9:30:16:5:5:224,35261,0.009520863,-0.2850156,-0.9188854,-0.2726263
9:30:16:5:5:283,35268,0.009520901,-0.2851998,-0.918828,-0.2726273
9:30:16:5:5:353,35277,0.009582289,-0.2853325,-0.9188012,-0.2725765
9:30:16:5:5:412,35284,0.00945994,-0.2856292,-0.9187127,-0.2725683
9:30:16:5:5:471,35291,0.009520792,-0.2857458,-0.9186954,-0.2725022
9:30:16:5:5:530,35298,0.009459802,-0.2859302,-0.9186383,-0.2725033
9:30:16:5:5:590,35306,0.009521187,-0.2860628,-0.9186115,-0.2724524
9:30:16:5:5:649,35313,0.00933818,-0.2863708,-0.9184985,-0.2725162
9:30:16:5:5:708,35320,0.009277184,-0.2865551,-0.9184412,-0.2725173
9:30:16:5:5:768,35328,0.009398707,-0.2865995,-0.918449,-0.2724404
9:30:16:5:5:827,35335,0.009337716,-0.2867838,-0.9183918,-0.2724416
9:30:16:5:5:886,35342,0.009216052,-0.2870403,-0.9183093,-0.2724533
9:30:16:5:5:946,35350,0.009215882,-0.2871571,-0.9182925,-0.2723873
9:30:16:5:6:5,35357,0.009032871,-0.287465,-0.9181791,-0.2724509
9:30:16:5:6:64,35364,0.008727527,-0.2880084,-0.9179772,-0.2725674
9:30:16:5:6:123,35371,0.008727862,-0.2880805,-0.9179513,-0.2725779
9:30:16:5:6:193,35380,0.008605859,-0.2884489,-0.9178363,-0.2725799
9:30:16:5:6:252,35387,0.008666728,-0.2885654,-0.9178187,-0.2725137
9:30:16:5:6:311,35394,0.008666567,-0.2886821,-0.9178016,-0.2724476
9:30:16:5:6:370,35402,0.008483395,-0.2890458,-0.9176714,-0.2725062
9:30:16:5:6:430,35409,0.008605593,-0.2890503,-0.9176857,-0.2724494
9:30:16:5:6:489,35416,0.008605433,-0.289167,-0.9176687,-0.2723833
9:30:16:5:6:548,35424,0.008666639,-0.2892948,-0.9176261,-0.2723888
9:30:16:5:6:608,35431,0.008666332,-0.2894067,-0.9175937,-0.2723792
9:30:16:5:6:667,35438,0.00866681,-0.2894836,-0.9175832,-0.2723331
9:30:16:5:6:726,35445,0.008544331,-0.2897749,-0.9174781,-0.2723811
9:30:16:5:6:785,35452,0.008666672,-0.2897842,-0.9175076,-0.2722678
9:30:16:5:6:845,35459,0.008483496,-0.2901478,-0.9173771,-0.2723263
9:30:16:5:6:904,35466,0.008483345,-0.2902036,-0.9173608,-0.2723215
9:30:16:5:6:963,35474,0.008361487,-0.2905159,-0.9172612,-0.2723281
9:30:16:5:7:33,35482,0.008117147,-0.2908746,-0.9171155,-0.2724432
9:30:16:5:7:92,35489,0.008117169,-0.2910585,-0.917057,-0.2724439
9:30:16:5:7:151,35497,0.008056162,-0.2912425,-0.9169988,-0.2724448
9:30:16:5:7:210,35504,0.008056461,-0.2913753,-0.9169717,-0.2723938
9:30:16:5:7:270,35511,0.008056481,-0.2915592,-0.916913,-0.2723945
9:30:16:5:7:329,35518,0.00781241,-0.2918667,-0.9167985,-0.2724578
9:30:16:5:7:389,35526,0.007750994,-0.2921575,-0.9166923,-0.2725054
9:30:16:5:7:447,35533,0.007751113,-0.2922231,-0.9167064,-0.2723875
9:30:16:5:7:507,35540,0.0078123,-0.2923509,-0.9166635,-0.2723929
9:30:16:5:7:566,35548,0.007689856,-0.2926417,-0.9165576,-0.2724406
9:30:16:5:7:625,35555,0.007690276,-0.2927188,-0.9165467,-0.2723945
9:30:16:5:7:685,35562,0.007629127,-0.2929585,-0.9164718,-0.2723904
9:30:16:5:7:744,35570,0.007629272,-0.2931471,-0.9164281,-0.2723345
9:30:16:5:7:813,35578,0.007506968,-0.2933821,-0.9163384,-0.272387
9:30:16:5:7:872,35585,0.007384952,-0.2936892,-0.9162223,-0.2724498
9:30:16:5:7:932,35592,0.007140992,-0.2940014,-0.9161222,-0.2724563
9:30:16:5:7:991,35600,0.007140735,-0.2941129,-0.9160892,-0.2724465
9:30:16:5:8:50,35607,0.007201625,-0.2942291,-0.9160712,-0.2723801
9:30:16:5:8:110,35614,0.007079853,-0.2944852,-0.9159865,-0.2723912
9:30:16:5:8:169,35621,0.007018837,-0.2946691,-0.9159277,-0.2723919
9:30:16:5:8:228,35628,0.00695782,-0.2948529,-0.9158688,-0.2723925
9:30:16:5:8:287,35635,0.006957833,-0.2950365,-0.9158095,-0.272393
9:30:16:5:8:347,35643,0.006896815,-0.2952203,-0.9157505,-0.2723937
9:30:16:5:8:406,35650,0.006896567,-0.2953317,-0.9157175,-0.2723839
9:30:16:5:8:465,35657,0.006713626,-0.2956437,-0.9156165,-0.2723901
9:30:16:5:8:525,35664,0.006591597,-0.2959505,-0.9154995,-0.2724527
9:30:16:5:8:584,35672,0.006591607,-0.2961341,-0.91544,-0.2724531
9:30:16:5:8:643,35679,0.006591598,-0.2961947,-0.9154387,-0.2723917
9:30:16:5:8:712,35687,0.006469313,-0.2964898,-0.9153468,-0.2723825
9:30:16:5:8:772,35695,0.006225245,-0.2969198,-0.915172,-0.272507
9:30:16:5:8:831,35702,0.00628615,-0.2970359,-0.9151537,-0.2724406
9:30:16:5:8:890,35709,0.006408313,-0.2970406,-0.9151682,-0.2723838
9:30:16:5:8:949,35717,0.006347188,-0.2972193,-0.9150936,-0.2724408
9:30:16:5:9:9,35724,0.006347418,-0.2973521,-0.9150658,-0.2723897
9:30:16:5:9:68,35731,0.006286396,-0.2975357,-0.9150063,-0.2723902
9:30:16:5:9:127,35738,0.006286405,-0.2977192,-0.9149465,-0.2723905
9:30:16:5:9:187,35746,0.006347425,-0.2977797,-0.9149448,-0.272329
9:30:16:5:9:246,35753,0.006469594,-0.2977844,-0.9149593,-0.2722723
9:30:16:5:9:305,35760,0.006225164,-0.2981975,-0.9147939,-0.2723814
9:30:16:5:9:364,35768,0.006286297,-0.2982024,-0.9148088,-0.2723248
9:30:16:5:9:424,35775,0.006347449,-0.2983301,-0.9147652,-0.27233
9:30:16:5:9:493,35783,0.006347324,-0.2984463,-0.9147471,-0.2722636
9:30:16:5:9:552,35791,0.006408343,-0.2985067,-0.9147452,-0.272202
9:30:16:5:9:611,35798,0.006347321,-0.2986903,-0.9146856,-0.2722024
9:30:16:5:9:671,35805,0.006286413,-0.2988182,-0.9146425,-0.2722078
9:30:16:5:9:730,35812,0.006286183,-0.2989294,-0.9146092,-0.2721978
9:30:16:5:9:790,35820,0.00628641,-0.2990622,-0.9145811,-0.2721466
9:30:16:5:9:849,35827,0.006225386,-0.2992457,-0.9145213,-0.272147
9:30:16:5:9:908,35834,0.006286521,-0.2992506,-0.9145362,-0.2720904
9:30:16:5:9:967,35842,0.006225391,-0.2994291,-0.9144612,-0.2721473
9:30:16:5:10:26,35849,0.005981289,-0.2997358,-0.9143438,-0.2722097
9:30:16:5:10:86,35856,0.006103341,-0.2997961,-0.9143415,-0.272148
9:30:16:5:10:146,35864,0.005798003,-0.3001534,-0.9141924,-0.272262
9:30:16:5:10:204,35871,0.0055538,-0.3005155,-0.9140579,-0.2723193
9:30:16:5:10:264,35878,0.00543185,-0.3008268,-0.9139545,-0.2723249
9:30:16:5:10:334,35887,0.005431854,-0.3010101,-0.9138941,-0.2723251
9:30:16:5:10:392,35894,0.005370827,-0.3011935,-0.913834,-0.2723253
9:30:16:5:10:451,35901,0.005187846,-0.3014444,-0.9137323,-0.2723924
9:30:16:5:10:511,35908,0.005126818,-0.3016278,-0.9136721,-0.2723927
9:30:16:5:10:570,35916,0.005248871,-0.301688,-0.9136698,-0.272331
9:30:16:5:10:629,35923,0.005248775,-0.3017435,-0.9136531,-0.272326
9:30:16:5:10:689,35930,0.005309796,-0.3018039,-0.9136511,-0.2722644
9:30:16:5:10:748,35938,0.005248768,-0.3019873,-0.9135908,-0.2722646
9:30:16:5:10:807,35945,0.00518774,-0.3021706,-0.9135305,-0.2722648
9:30:16:5:10:866,35952,0.005248663,-0.3022864,-0.9135116,-0.2721981
9:30:16:5:10:926,35959,0.00524886,-0.3023587,-0.9134846,-0.2722083
9:30:16:5:10:985,35967,0.005309881,-0.3024191,-0.9134827,-0.2721467
9:30:16:5:11:44,35974,0.005309872,-0.3024796,-0.9134811,-0.2720852
9:30:16:5:11:104,35981,0.005187725,-0.302658,-0.9134058,-0.2721419
9:30:16:5:11:173,35990,0.005187909,-0.3027908,-0.913377,-0.2720906
9:30:16:5:11:232,35997,0.004882495,-0.3032029,-0.9132096,-0.2721991
9:30:16:5:11:291,36004,0.004882677,-0.3032752,-0.9131826,-0.2722092
9:30:16:5:11:351,36012,0.005004731,-0.3033355,-0.9131802,-0.2721475
9:30:16:5:11:410,36019,0.0049437,-0.3035187,-0.9131197,-0.2721476
9:30:16:5:11:469,36026,0.004943608,-0.3035742,-0.9131028,-0.2721426
9:30:16:5:11:588,36039,0.004699583,-0.3040081,-0.9129397,-0.2722096
9:30:16:5:11:647,36046,0.004638465,-0.3042467,-0.912862,-0.2722046
9:30:16:5:11:706,36053,0.004577433,-0.3044298,-0.9128012,-0.2722047
9:30:16:5:11:766,36061,0.004577348,-0.3044852,-0.9127842,-0.2721996
9:30:16:5:11:825,36068,0.004394339,-0.3047962,-0.9126798,-0.2722049
9:30:16:5:11:884,36075,0.004272363,-0.3050467,-0.9125768,-0.2722716
9:30:16:5:11:944,36083,0.004394419,-0.305107,-0.9125745,-0.2722099
9:30:16:5:12:13,36091,0.004333387,-0.3052901,-0.9125136,-0.2722099
9:30:16:5:12:72,36098,0.004272362,-0.3054128,-0.9124544,-0.2722715
9:30:16:5:12:131,36105,0.00421125,-0.3056513,-0.9123764,-0.2722664
9:30:16:5:12:191,36113,0.004089261,-0.3057791,-0.9123325,-0.2722716
9:30:16:5:12:250,36120,0.003966981,-0.3060678,-0.9122224,-0.272318
9:30:16:5:12:309,36127,0.004028144,-0.3060779,-0.9122525,-0.2722048
9:30:16:5:12:368,36135,0.004028142,-0.3062609,-0.9121911,-0.2722048
9:30:16:5:12:428,36142,0.004028216,-0.3063885,-0.9121467,-0.2722097
9:30:16:5:12:487,36149,0.003967182,-0.3065716,-0.9120856,-0.2722097
9:30:16:5:12:547,36157,0.003845114,-0.3067547,-0.9120246,-0.2722097
9:30:16:5:12:606,36164,0.00378408,-0.3069377,-0.9119632,-0.2722096
9:30:16:5:12:665,36171,0.003784009,-0.306993,-0.9119461,-0.2722045
9:30:16:5:12:724,36178,0.003784078,-0.3071206,-0.9119017,-0.2722095
9:30:16:5:12:783,36186,0.00384496,-0.3071086,-0.9119269,-0.2721377
9:30:16:5:12:853,36194,0.003844958,-0.3072914,-0.9118653,-0.2721376
9:30:16:5:12:912,36201,0.003783996,-0.3074192,-0.911821,-0.2721426
9:30:16:5:12:971,36209,0.003722962,-0.3076022,-0.9117596,-0.2721425
9:30:16:5:13:30,36216,0.003661929,-0.3077851,-0.9116982,-0.2721423
9:30:16:5:13:90,36223,0.003539993,-0.3080405,-0.9116094,-0.2721522
9:30:16:5:13:149,36231,0.003478958,-0.3082234,-0.9115479,-0.2721521
9:30:16:5:13:208,36238,0.003478826,-0.3083339,-0.9115136,-0.2721419
9:30:16:5:13:268,36245,0.003417792,-0.3085168,-0.911452,-0.2721417
9:30:16:5:13:327,36252,0.00341772,-0.3086323,-0.9114327,-0.2720749
9:30:16:5:13:386,36260,0.003417846,-0.3087047,-0.9114052,-0.2720849
9:30:16:5:13:446,36267,0.003173658,-0.3090655,-0.911267,-0.2721412
9:30:16:5:13:505,36274,0.003051654,-0.3093156,-0.9111628,-0.2722075
9:30:16:5:13:564,36282,0.002929645,-0.3095658,-0.9110584,-0.2722738
9:30:16:5:13:623,36289,0.002746436,-0.309859,-0.9109624,-0.2722634
9:30:16:5:13:693,36297,0.002441327,-0.3102317,-0.9107982,-0.2723911
9:30:16:5:13:752,36304,0.002319261,-0.3105369,-0.9106762,-0.2724522
9:30:16:5:13:811,36311,0.002319256,-0.3105972,-0.9106742,-0.2723905
9:30:16:5:13:870,36318,0.00219719,-0.3109023,-0.910552,-0.2724515
9:30:16:5:13:930,36325,0.002197185,-0.3109627,-0.9105499,-0.2723899
9:30:16:5:13:989,36333,0.002197182,-0.3111453,-0.9104876,-0.2723895
9:30:16:5:14:48,36340,0.002014121,-0.3113953,-0.9103828,-0.2724557
9:30:16:5:14:108,36347,0.002075111,-0.3115107,-0.9103631,-0.2723888
9:30:16:5:14:167,36355,0.002014075,-0.3116934,-0.910301,-0.2723884
9:30:16:5:14:226,36362,0.00195304,-0.311876,-0.9102386,-0.272388
9:30:16:5:14:286,36369,0.001892005,-0.3120587,-0.9101763,-0.2723876
9:30:16:5:14:345,36377,0.001892038,-0.3121862,-0.9101311,-0.2723924
9:30:16:5:14:404,36384,0.001769934,-0.3124239,-0.9100514,-0.2723868
9:30:16:5:14:463,36391,0.001830962,-0.3124842,-0.9100491,-0.2723251
9:30:16:5:14:533,36399,0.001892027,-0.3126116,-0.9100038,-0.2723298
9:30:16:5:14:592,36407,0.001952983,-0.3125994,-0.9100292,-0.2722581
9:30:16:5:14:651,36416,0.001892055,-0.3127994,-0.9099563,-0.2722728
9:30:16:5:14:710,36423,0.001769921,-0.3130319,-0.9098613,-0.2723237
9:30:16:5:14:770,36431,0.001708886,-0.3132144,-0.9097988,-0.2723232
9:30:16:5:14:829,36438,0.001647852,-0.313397,-0.9097362,-0.2723227
9:30:16:5:14:888,36445,0.00164788,-0.3135245,-0.9096909,-0.2723275
9:30:16:5:14:948,36453,0.001586845,-0.313707,-0.9096282,-0.2723269
9:30:16:5:15:7,36460,0.001281706,-0.3140791,-0.9094622,-0.2724541
9:30:16:5:15:66,36467,0.001098564,-0.3143114,-0.9093669,-0.2725049
9:30:16:5:15:126,36474,0.001159635,-0.3144441,-0.9093366,-0.2724531
9:30:16:5:15:185,36481,0.00115959,-0.314554,-0.9093016,-0.2724426
9:30:16:5:15:244,36488,0.001037563,-0.3148089,-0.9092107,-0.2724519
9:30:16:5:15:304,36495,0.001037524,-0.3149189,-0.9091758,-0.2724415
9:30:16:5:15:373,36504,0.0007933994,-0.3153458,-0.9089916,-0.2725632
9:30:16:5:15:432,36511,0.0007934413,-0.3154235,-0.9089786,-0.2725166
9:30:16:5:15:491,36518,0.0006713722,-0.315728,-0.9088548,-0.2725771
9:30:16:5:15:550,36526,0.0007323778,-0.3158379,-0.9088198,-0.2725666
9:30:16:5:15:610,36533,0.0007323758,-0.3158981,-0.9088173,-0.2725048
9:30:16:5:15:669,36540,0.0007324004,-0.3160308,-0.9087868,-0.272453
9:30:16:5:15:728,36547,0.0007323986,-0.3162131,-0.9087235,-0.2724523
9:30:16:5:15:788,36555,0.0004882647,-0.3165176,-0.9085996,-0.2725127
9:30:16:5:15:847,36562,0.0005492765,-0.3166274,-0.9085644,-0.2725022
9:30:16:5:15:906,36569,0.0005492949,-0.3167601,-0.9085338,-0.2724503
9:30:16:5:15:965,36577,0.0003661968,-0.3170043,-0.9084121,-0.2725725
9:30:16:5:16:25,36584,0.0003051632,-0.3171866,-0.9083487,-0.2725717
9:30:16:5:16:84,36591,0.0003051572,-0.3172415,-0.908331,-0.2725664
9:30:16:5:16:143,36599,0.0004272261,-0.3173069,-0.9083437,-0.2724482
9:30:16:5:16:212,36607,0.0004272332,-0.3174343,-0.9082978,-0.2724527
9:30:16:5:16:272,36614,0.0002441367,-0.3177439,-0.9081884,-0.2724565
9:30:16:5:16:331,36621,0.000183102,-0.3179261,-0.9081249,-0.2724558
9:30:16:5:16:391,36629,0.0001220677,-0.3181083,-0.9080613,-0.272455
9:30:16:5:16:450,36636,6.103366E-05,-0.3182905,-0.9079977,-0.2724542
9:30:16:5:16:509,36643,-6.103009E-05,-0.3185771,-0.9078836,-0.2724994
9:30:16:5:16:568,36651,0,-0.3185824,-0.9078988,-0.2724429
9:30:16:5:16:628,36658,-6.103194E-05,-0.3187698,-0.9078501,-0.2723855
9:30:16:5:16:687,36665,-0.0001830988,-0.3190192,-0.9077429,-0.272451
9:30:16:5:16:746,36673,-0.0001830917,-0.3191288,-0.9077075,-0.2724404
9:30:16:5:16:805,36680,-6.10326E-05,-0.3191395,-0.9077378,-0.2723275
9:30:16:5:16:865,36687,0,-0.3191996,-0.9077352,-0.2722656
9:30:16:5:16:924,36694,-6.103223E-05,-0.3193817,-0.9076713,-0.2722648
9:30:16:5:16:983,36702,6.103324E-05,-0.319387,-0.9076864,-0.2722083
9:30:16:5:17:52,36710,0,-0.3196239,-0.9076049,-0.2722021
9:30:16:5:17:112,36717,-6.103286E-05,-0.3197512,-0.9075587,-0.2722066
9:30:16:5:17:171,36725,0,-0.3198113,-0.9075561,-0.2721448
9:30:16:5:17:230,36732,-0.0001830974,-0.3201153,-0.9074308,-0.2722048
9:30:16:5:17:290,36739,-0.0003662067,-0.3203699,-0.9073383,-0.2722137
9:30:16:5:17:349,36747,-0.0004272327,-0.3205466,-0.9072592,-0.2722693
9:30:16:5:17:408,36754,-0.0004882724,-0.3207339,-0.9072101,-0.2722118
9:30:16:5:17:467,36761,-0.0005492955,-0.3209106,-0.9071309,-0.2722674
9:30:16:5:17:527,36768,-0.0005492847,-0.3209654,-0.9071132,-0.2722621
9:30:16:5:17:586,36776,-0.0006713453,-0.3212692,-0.9069874,-0.2723221
9:30:16:5:17:645,36783,-0.0007323885,-0.3213965,-0.906941,-0.2723264
9:30:16:5:17:705,36790,-0.000915497,-0.3217056,-0.9068303,-0.2723298
9:30:16:5:17:764,36798,-0.0007934307,-0.3217056,-0.9068303,-0.2723298
9:30:16:5:17:823,36805,-0.0007934128,-0.3218204,-0.9068097,-0.2722626
9:30:16:5:17:892,36813,-0.001159639,-0.3223185,-0.9065933,-0.272393
9:30:16:5:17:952,36821,-0.001281654,-0.3225497,-0.9064959,-0.2724431
9:30:16:5:18:11,36828,-0.001220663,-0.3226823,-0.9064644,-0.272391
9:30:16:5:18:70,36835,-0.00134275,-0.3229313,-0.906356,-0.2724561
9:30:16:5:18:130,36842,-0.001403778,-0.3231131,-0.9062915,-0.2724551
9:30:16:5:18:189,36850,-0.001586872,-0.3234167,-0.9061649,-0.2725147
9:30:16:5:18:249,36857,-0.001586836,-0.3235314,-0.9061443,-0.2724475
9:30:16:5:18:308,36864,-0.001892016,-0.323962,-0.9059705,-0.2725114
9:30:16:5:18:367,36872,-0.001830942,-0.3240767,-0.9059499,-0.2724441
9:30:16:5:18:426,36879,-0.002014025,-0.3243801,-0.905823,-0.2725037
9:30:16:5:18:485,36886,-0.001891957,-0.3244402,-0.9058203,-0.2724418
9:30:16:5:18:545,36894,-0.001953012,-0.3246273,-0.9057705,-0.2723842
9:30:16:5:18:604,36901,-0.002075105,-0.3248761,-0.9056615,-0.2724491
9:30:16:5:18:663,36908,-0.002136129,-0.3250577,-0.9055965,-0.2724479
9:30:16:5:18:733,36916,-0.002380241,-0.3254827,-0.9054071,-0.2725681
9:30:16:5:18:792,36924,-0.002380231,-0.3256644,-0.9053421,-0.2725669
9:30:16:5:18:851,36931,-0.002380223,-0.3257244,-0.9053392,-0.272505
9:30:16:5:18:910,36938,-0.002441378,-0.325924,-0.9052629,-0.2725188
9:30:16:5:18:970,36946,-0.002563341,-0.3261546,-0.9051646,-0.2725686
9:30:16:5:19:29,36953,-0.002746517,-0.3265303,-0.9050078,-0.2726376
9:30:16:5:19:88,36960,-0.002807537,-0.3267119,-0.9049425,-0.2726363
9:30:16:5:19:148,36968,-0.002685462,-0.3267719,-0.9049398,-0.2725744
9:30:16:5:19:207,36975,-0.002685454,-0.3268319,-0.9049368,-0.2725125
9:30:16:5:19:266,36982,-0.00256338,-0.326892,-0.904934,-0.2724507
9:30:16:5:19:326,36989,-0.002563329,-0.3269465,-0.904916,-0.2724452
9:30:16:5:19:385,36997,-0.002441258,-0.3270065,-0.9049134,-0.2723834
9:30:16:5:19:444,37004,-0.002380219,-0.3270665,-0.9049104,-0.2723215
9:30:16:5:19:504,37011,-0.002624327,-0.3273695,-0.9047824,-0.2723807
9:30:16:5:19:573,37020,-0.002807546,-0.3277505,-0.9046401,-0.272393
9:30:16:5:19:632,37027,-0.003051608,-0.3280479,-0.9044967,-0.2725086
9:30:16:5:19:692,37034,-0.003112734,-0.3283019,-0.9044019,-0.2725168
9:30:16:5:19:751,37042,-0.003051691,-0.3283619,-0.904399,-0.2724549
9:30:16:5:19:810,37049,-0.003112708,-0.3285433,-0.9043334,-0.2724535
9:30:16:5:19:869,37056,-0.003051553,-0.3286523,-0.9042972,-0.2724426
9:30:16:5:19:928,37063,-0.003295823,-0.329033,-0.9041542,-0.2724547
9:30:16:5:19:988,37070,-0.003478841,-0.3293303,-0.9040105,-0.2725703
9:30:16:5:20:48,37077,-0.003539855,-0.3295116,-0.9039446,-0.2725688
9:30:16:5:20:106,37084,-0.003661953,-0.3298199,-0.9038309,-0.2725714
9:30:16:5:20:166,37092,-0.00384502,-0.3301225,-0.9037019,-0.2726303
9:30:16:5:20:225,37099,-0.004028004,-0.3304794,-0.9035545,-0.2726837
9:30:16:5:20:284,37106,-0.003906075,-0.3304906,-0.903585,-0.2725708
9:30:16:5:20:344,37114,-0.004089283,-0.3308657,-0.9034263,-0.2726392
9:30:16:5:20:404,37121,-0.004150293,-0.3310469,-0.9033601,-0.2726376
9:30:16:5:20:472,37129,-0.004150339,-0.3312337,-0.9033091,-0.2725796
9:30:16:5:20:531,37136,-0.004272225,-0.3314636,-0.9032093,-0.272629
9:30:16:5:20:591,37144,-0.004333216,-0.3317046,-0.9031398,-0.2725654
9:30:16:5:20:650,37151,-0.004394301,-0.3319528,-0.9030288,-0.2726297
9:30:16:5:20:709,37158,-0.004577434,-0.3322607,-0.902914,-0.2726319
9:30:16:5:20:769,37166,-0.004516385,-0.3323205,-0.9029109,-0.27257
9:30:16:5:20:828,37173,-0.004577474,-0.3325687,-0.9027998,-0.2726343
9:30:16:5:20:887,37180,-0.004638478,-0.3327498,-0.9027333,-0.2726327
9:30:16:5:20:947,37188,-0.004699483,-0.3329309,-0.9026668,-0.272631
9:30:16:5:21:6,37195,-0.004577497,-0.3329366,-0.9026823,-0.2725747
9:30:16:5:21:65,37202,-0.004638578,-0.3331232,-0.9026307,-0.2725165
9:30:16:5:21:124,37209,-0.004638467,-0.3332372,-0.902609,-0.2724489
9:30:16:5:21:184,37217,-0.004760587,-0.3334852,-0.9024974,-0.2725131
9:30:16:5:21:253,37225,-0.004821659,-0.3337931,-0.9023826,-0.2725153
9:30:16:5:21:312,37232,-0.004882761,-0.3339198,-0.9023342,-0.2725191
9:30:16:5:21:371,37240,-0.004882562,-0.3340282,-0.9022974,-0.272508
9:30:16:5:21:431,37247,-0.00482168,-0.3341607,-0.9022645,-0.2724555
9:30:16:5:21:490,37254,-0.004760465,-0.334148,-0.9022912,-0.272384
9:30:16:5:21:549,37262,-0.005065645,-0.3345767,-0.9021119,-0.2724462
9:30:16:5:21:609,37268,-0.005187766,-0.3348245,-0.9019999,-0.2725103
9:30:16:5:21:668,37275,-0.00512661,-0.3349385,-0.9019783,-0.2724427
9:30:16:5:21:727,37282,-0.005126769,-0.3350709,-0.9019451,-0.2723901
9:30:16:5:21:786,37289,-0.005248892,-0.3353187,-0.9018329,-0.2724541
9:30:16:5:21:846,37296,-0.005126914,-0.3353246,-0.9018485,-0.2723978
9:30:16:5:21:905,37303,-0.005126703,-0.3354329,-0.9018115,-0.2723866
9:30:16:5:21:964,37310,-0.005065744,-0.3355598,-0.9017635,-0.2723905
9:30:16:5:22:24,37317,-0.005065621,-0.3356737,-0.9017416,-0.2723229
9:30:16:5:22:93,37325,-0.005492751,-0.3362174,-0.9014825,-0.2725015
9:30:16:5:22:152,37333,-0.005492919,-0.3363498,-0.9014491,-0.2724488
9:30:16:5:22:211,37340,-0.005554012,-0.3365975,-0.9013368,-0.2725128
9:30:16:5:22:271,37347,-0.005553876,-0.3367114,-0.9013147,-0.2724451
9:30:16:5:22:330,37354,-0.005675999,-0.336959,-0.9012021,-0.272509
9:30:16:5:22:389,37361,-0.005920162,-0.3372661,-0.9010853,-0.2725105
9:30:16:5:22:449,37368,-0.006042289,-0.3375137,-0.9009724,-0.2725744
9:30:16:5:22:508,37375,-0.006164393,-0.337821,-0.9008559,-0.2725761
9:30:16:5:22:567,37383,-0.006103236,-0.3378752,-0.9008377,-0.2725705
9:30:16:5:22:626,37390,-0.006225338,-0.3381823,-0.900721,-0.2725722
9:30:16:5:22:686,37397,-0.006347224,-0.3384169,-0.9006344,-0.2725644
9:30:16:5:22:745,37405,-0.006286386,-0.3385493,-0.900601,-0.2725118
9:30:16:5:22:805,37412,-0.006225458,-0.3385551,-0.9006163,-0.2724554
9:30:16:5:22:864,37419,-0.00634724,-0.3387839,-0.9005147,-0.2725041
9:30:16:5:22:933,37427,-0.006225157,-0.3388439,-0.9005117,-0.2724422
9:30:16:5:22:992,37435,-0.006286141,-0.3390244,-0.900444,-0.2724402
9:30:16:5:23:51,37442,-0.006225301,-0.3391568,-0.9004104,-0.2723874
9:30:16:5:23:111,37449,-0.006225386,-0.3392835,-0.9003617,-0.2723911
9:30:16:5:23:170,37457,-0.00616433,-0.3393433,-0.9003583,-0.2723291
9:30:16:5:23:229,37464,-0.006347244,-0.3395776,-0.9002711,-0.2723212
9:30:16:5:23:288,37471,-0.006225161,-0.3396375,-0.9002681,-0.2722592
9:30:16:5:23:348,37479,-0.006225348,-0.3397697,-0.9002341,-0.2722064
9:30:16:5:23:407,37486,-0.006103287,-0.33977,-0.9002348,-0.2722066
9:30:16:5:23:466,37493,-0.006042457,-0.3397814,-0.900265,-0.2720937
9:30:16:5:23:526,37500,-0.006042206,-0.3398893,-0.9002277,-0.2720824
9:30:16:5:23:585,37508,-0.00616433,-0.3401367,-0.9001142,-0.272146
9:30:16:5:23:644,37515,-0.006225314,-0.3403172,-0.9000462,-0.2721439
9:30:16:5:23:704,37522,-0.006408469,-0.3405644,-0.8999321,-0.2722073
9:30:16:5:23:773,37531,-0.006469452,-0.3407448,-0.8998641,-0.2722052
