Month:Day:Hr:Min:Sec:MSec,Packet number,Element 1, Element 2, Element 3, Element 4
9:30:16:5:23:832,37538,-0.006469295,-0.3409197,-0.8997813,-0.2722597
9:30:16:5:23:892,37545,-0.006530275,-0.3411001,-0.8997132,-0.2722575
9:30:16:5:23:951,37553,-0.006652646,-0.341299,-0.899633,-0.2722702
9:30:16:5:24:10,37560,-0.006530334,-0.3412863,-0.8996603,-0.272199
9:30:16:5:24:69,37567,-0.006591674,-0.3414854,-0.8995804,-0.2722117
9:30:16:5:24:128,37574,-0.006652545,-0.3416601,-0.8994973,-0.2722661
9:30:16:5:24:188,37582,-0.0068357,-0.3419071,-0.8993829,-0.2723294
9:30:16:5:24:247,37589,-0.006835647,-0.3420875,-0.8993149,-0.2723273
9:30:16:5:24:306,37596,-0.006835362,-0.3421953,-0.8992773,-0.2723159
9:30:16:5:24:366,37603,-0.006835594,-0.342268,-0.8992469,-0.2723252
9:30:16:5:24:425,37610,-0.006835797,-0.3424002,-0.8992125,-0.2722723
9:30:16:5:24:484,37617,-0.006774507,-0.3423873,-0.8992396,-0.2722009
9:30:16:5:24:544,37625,-0.006713566,-0.3425139,-0.8991907,-0.2722046
9:30:16:5:24:613,37633,-0.006652507,-0.3425736,-0.8991871,-0.2721425
9:30:16:5:24:672,37640,-0.006530557,-0.3425796,-0.8992028,-0.2720862
9:30:16:5:24:790,37652,-0.006652537,-0.3428193,-0.89913,-0.2720216
9:30:16:5:24:850,37659,-0.006835691,-0.3430662,-0.8990154,-0.2720849
9:30:16:5:24:909,37666,-0.006957786,-0.3433728,-0.8988971,-0.272086
9:30:16:5:24:968,37674,-0.007018643,-0.3435473,-0.8988135,-0.2721403
9:30:16:5:25:28,37681,-0.007202065,-0.343746,-0.8987323,-0.2721526
9:30:16:5:25:87,37688,-0.007323639,-0.3440279,-0.8986105,-0.2721952
9:30:16:5:25:146,37696,-0.007385011,-0.344227,-0.89853,-0.2722078
9:30:16:5:25:206,37703,-0.007567878,-0.3444605,-0.8984414,-0.2721995
9:30:16:5:25:265,37710,-0.007445946,-0.3444666,-0.8984572,-0.2721432
9:30:16:5:25:324,37717,-0.007506914,-0.3446467,-0.8983883,-0.2721409
9:30:16:5:25:383,37725,-0.007507009,-0.3447731,-0.8983388,-0.2721443
9:30:16:5:25:453,37733,-0.007567976,-0.3449532,-0.8982699,-0.272142
9:30:16:5:25:512,37740,-0.007628941,-0.3451333,-0.898201,-0.2721396
9:30:16:5:25:571,37748,-0.007751094,-0.3452594,-0.8981504,-0.2721427
9:30:16:5:25:631,37755,-0.007690291,-0.3453917,-0.8981162,-0.2720898
9:30:16:5:25:690,37762,-0.007934014,-0.3457399,-0.8979473,-0.2721977
9:30:16:5:25:750,37770,-0.008117437,-0.3460592,-0.8978008,-0.2722698
9:30:16:5:25:808,37777,-0.00811723,-0.3461724,-0.8977778,-0.2722018
9:30:16:5:25:868,37784,-0.008483396,-0.3466596,-0.8975311,-0.2723842
9:30:16:5:25:927,37791,-0.00866684,-0.3469788,-0.8973842,-0.2724562
9:30:16:5:25:986,37799,-0.008849625,-0.3473325,-0.8972299,-0.2725074
9:30:16:5:26:46,37806,-0.009032588,-0.3476326,-0.8970946,-0.2725644
9:30:16:5:26:105,37813,-0.009032849,-0.3477647,-0.8970596,-0.2725113
9:30:16:5:26:164,37821,-0.009276835,-0.3480644,-0.8969235,-0.272568
9:30:16:5:26:224,37828,-0.009276906,-0.3482502,-0.8968693,-0.2725091
9:30:16:5:26:293,37836,-0.009520842,-0.3486703,-0.896668,-0.2726257
9:30:16:5:26:352,37844,-0.009643289,-0.3489894,-0.8965207,-0.2726976
9:30:16:5:26:411,37851,-0.009764838,-0.3492761,-0.8964121,-0.2726831
9:30:16:5:26:471,37858,-0.01000913,-0.3496482,-0.8962444,-0.2727488
9:30:16:5:26:530,37865,-0.01000954,-0.3499066,-0.8961588,-0.2726989
9:30:16:5:26:589,37873,-0.01000944,-0.3500864,-0.8960893,-0.2726963
9:30:16:5:26:649,37880,-0.009948157,-0.3501995,-0.8960665,-0.2726283
9:30:16:5:26:708,37887,-0.01007045,-0.3504516,-0.8959647,-0.2726345
9:30:16:5:26:767,37895,-0.01013138,-0.3506311,-0.8958946,-0.2726317
9:30:16:5:26:826,37902,-0.01013128,-0.3508109,-0.895825,-0.2726291
9:30:16:5:26:886,37909,-0.01037563,-0.3511235,-0.8956608,-0.2727569
9:30:16:5:26:945,37917,-0.0102537,-0.3511891,-0.8956726,-0.2726384
9:30:16:5:27:5,37924,-0.0103148,-0.3513744,-0.8956172,-0.2725791
9:30:16:5:27:64,37931,-0.01037572,-0.3515539,-0.895547,-0.2725763
9:30:16:5:27:133,37939,-0.01043637,-0.3518462,-0.895453,-0.2725053
9:30:16:5:27:193,37947,-0.01043672,-0.3519189,-0.8954218,-0.2725144
9:30:16:5:27:251,37954,-0.01055844,-0.3521515,-0.8953315,-0.2725055
9:30:16:5:27:301,37960,-0.01049754,-0.3522779,-0.8952815,-0.2725088
9:30:16:5:27:370,37969,-0.01049784,-0.3524099,-0.8952457,-0.2724555
9:30:16:5:27:429,37976,-0.01049773,-0.3525895,-0.8951759,-0.2724528
9:30:16:5:27:488,37983,-0.01049746,-0.3527023,-0.8951523,-0.2723846
9:30:16:5:27:548,37991,-0.01043678,-0.3527752,-0.8951215,-0.2723938
9:30:16:5:27:607,37998,-0.01037513,-0.3528155,-0.8951297,-0.2723167
9:30:16:5:27:666,38005,-0.01037547,-0.3528882,-0.8950983,-0.2723257
9:30:16:5:27:726,38012,-0.01043657,-0.3530734,-0.8950426,-0.2722663
9:30:16:5:27:785,38020,-0.01055864,-0.3533787,-0.8949207,-0.2722663
9:30:16:5:27:844,38027,-0.01049738,-0.3534323,-0.8949019,-0.2722606
9:30:16:5:27:903,38034,-0.01080287,-0.3538704,-0.8946854,-0.2723911
9:30:16:5:27:973,38043,-0.01074156,-0.3539833,-0.8946623,-0.272323
9:30:16:5:28:32,38050,-0.01086368,-0.3542291,-0.8945445,-0.2723854
9:30:16:5:28:91,38057,-0.01098598,-0.3544808,-0.8944415,-0.2723912
9:30:16:5:28:150,38065,-0.01116931,-0.3547323,-0.8943379,-0.2723968
9:30:16:5:28:210,38072,-0.01129081,-0.3549586,-0.8942321,-0.2724442
9:30:16:5:28:269,38079,-0.0112301,-0.3550909,-0.8941966,-0.2723909
9:30:16:5:28:328,38086,-0.01135197,-0.3553899,-0.8940591,-0.2724473
9:30:16:5:28:388,38094,-0.01129089,-0.3554493,-0.8940552,-0.272385
9:30:16:5:28:447,38101,-0.01153518,-0.3558205,-0.8938847,-0.2724499
9:30:16:5:28:506,38108,-0.01171806,-0.3561192,-0.8937462,-0.2725059
9:30:16:5:28:565,38116,-0.01177896,-0.3562982,-0.893675,-0.2725028
9:30:16:5:28:625,38123,-0.01177928,-0.3564301,-0.8936387,-0.2724493
9:30:16:5:28:684,38130,-0.01171794,-0.3565429,-0.8936153,-0.2723812
9:30:16:5:28:743,38138,-0.01184025,-0.3567943,-0.8935117,-0.2723868
9:30:16:5:28:813,38146,-0.01177955,-0.3569265,-0.8934759,-0.2723334
9:30:16:5:28:872,38153,-0.01171802,-0.3570333,-0.8934376,-0.2723218
9:30:16:5:28:931,38160,-0.01202312,-0.357398,-0.8932508,-0.2724427
9:30:16:5:28:990,38168,-0.01220638,-0.3577691,-0.8930801,-0.2725075
9:30:16:5:29:50,38175,-0.01214523,-0.3578877,-0.8930714,-0.2723828
9:30:16:5:29:109,38182,-0.01226734,-0.3581331,-0.8929524,-0.2724448
9:30:16:5:29:168,38190,-0.0124506,-0.3585041,-0.8927813,-0.2725095
9:30:16:5:29:228,38197,-0.01257223,-0.3587358,-0.8926894,-0.2725
9:30:16:5:29:287,38202,-0.01257277,-0.3589344,-0.892606,-0.2725118
9:30:16:5:29:346,38210,-0.01251141,-0.359047,-0.8925824,-0.2724436
9:30:16:5:29:406,38217,-0.01257229,-0.3592257,-0.8925106,-0.2724403
9:30:16:5:29:465,38224,-0.01275604,-0.3595494,-0.8923733,-0.2724543
9:30:16:5:29:524,38231,-0.01293881,-0.3599065,-0.8922288,-0.2724475
9:30:16:5:29:583,38239,-0.01299989,-0.3601519,-0.8921099,-0.2725095
9:30:16:5:29:712,38253,-0.01312206,-0.3605819,-0.8919337,-0.2725116
9:30:16:5:29:771,38261,-0.01300016,-0.3606476,-0.8919452,-0.272393
9:30:16:5:29:830,38268,-0.01299959,-0.3607538,-0.891906,-0.272381
9:30:16:5:29:890,38275,-0.01293892,-0.3608859,-0.8918697,-0.2723276
9:30:16:5:30:8,38288,-0.01336624,-0.3615599,-0.8915712,-0.2723906
9:30:16:5:30:67,38295,-0.01354906,-0.3618577,-0.8914307,-0.272446
9:30:16:5:30:127,38302,-0.01342695,-0.3619173,-0.8914273,-0.272384
9:30:16:5:30:186,38310,-0.01361043,-0.3622937,-0.8912693,-0.2723916
9:30:16:5:30:245,38317,-0.01367098,-0.3625251,-0.8911771,-0.2723821
9:30:16:5:30:305,38324,-0.0137933,-0.362776,-0.8910716,-0.2723871
9:30:16:5:30:364,38329,-0.01373242,-0.362902,-0.8910203,-0.2723901
9:30:16:5:30:433,38337,-0.01391514,-0.3632585,-0.8908744,-0.2723829
9:30:16:5:30:493,38344,-0.0138548,-0.3633376,-0.8908577,-0.2723354
9:30:16:5:30:552,38352,-0.01397606,-0.3636216,-0.8907447,-0.2723195
9:30:16:5:30:611,38359,-0.01397643,-0.3637533,-0.8907074,-0.2722657
9:30:16:5:30:670,38366,-0.01415922,-0.3640506,-0.8905661,-0.2723208
9:30:16:5:30:729,38373,-0.01415982,-0.3642491,-0.8904815,-0.2723323
9:30:16:5:30:789,38381,-0.01428214,-0.3644997,-0.8903754,-0.2723372
9:30:16:5:30:848,38388,-0.01434243,-0.3647248,-0.8902679,-0.272384
9:30:16:5:30:907,38395,-0.01428133,-0.3647841,-0.8902637,-0.2723217
9:30:16:5:30:967,38403,-0.01422045,-0.3649101,-0.8902122,-0.2723246
9:30:16:5:31:26,38410,-0.01422082,-0.3650418,-0.8901746,-0.2722708
9:30:16:5:31:85,38416,-0.01428198,-0.3651671,-0.8901215,-0.2722732
9:30:16:5:31:144,38424,-0.01440352,-0.3653979,-0.8900279,-0.2722632
9:30:16:5:31:204,38431,-0.01458652,-0.3657615,-0.8898387,-0.2723834
9:30:16:5:31:273,38439,-0.01464806,-0.3660185,-0.8897478,-0.2723319
9:30:16:5:31:332,38446,-0.01470865,-0.3661905,-0.8896598,-0.2723847
9:30:16:5:31:391,38453,-0.01470846,-0.3663689,-0.8895875,-0.2723812
9:30:16:5:31:451,38460,-0.01470885,-0.3665006,-0.8895497,-0.2723273
9:30:16:5:31:510,38467,-0.01464742,-0.3666127,-0.8895256,-0.2722589
9:30:16:5:31:569,38475,-0.01470858,-0.3667379,-0.8894722,-0.2722612
9:30:16:5:31:629,38482,-0.01477021,-0.3669359,-0.8893862,-0.2722723
9:30:16:5:31:688,38487,-0.01483128,-0.36712,-0.8893276,-0.272212
9:30:16:5:31:747,38495,-0.01495279,-0.3673505,-0.8892335,-0.2722019
9:30:16:5:31:806,38502,-0.01519679,-0.3677135,-0.8890426,-0.2723216
9:30:16:5:31:866,38509,-0.01525761,-0.3678914,-0.8889692,-0.2723178
9:30:16:5:31:925,38516,-0.01519698,-0.3680233,-0.888932,-0.272264
9:30:16:5:31:984,38524,-0.01519678,-0.3682016,-0.8888593,-0.2722605
9:30:16:5:32:44,38531,-0.01525785,-0.3683856,-0.8888005,-0.2722001
9:30:16:5:32:113,38539,-0.01525825,-0.3685172,-0.8887625,-0.2721461
9:30:16:5:32:172,38547,-0.01525805,-0.3686954,-0.8886897,-0.2721425
9:30:16:5:32:231,38554,-0.01538037,-0.3689457,-0.8885823,-0.272147
9:30:16:5:32:291,38561,-0.01544118,-0.3691235,-0.8885086,-0.2721432
9:30:16:5:32:409,38573,-0.01550204,-0.3694856,-0.8883767,-0.2720791
9:30:16:5:32:468,38580,-0.01550218,-0.369611,-0.8883237,-0.2720816
9:30:16:5:32:528,38587,-0.0156245,-0.3698612,-0.888216,-0.272086
9:30:16:5:32:587,38595,-0.0156853,-0.3700389,-0.8881422,-0.272082
9:30:16:5:32:646,38602,-0.01568509,-0.370217,-0.8880691,-0.2720783
9:30:16:5:32:706,38609,-0.01580741,-0.3704671,-0.8879613,-0.2720827
9:30:16:5:32:765,38614,-0.01580755,-0.3705924,-0.8879082,-0.2720852
9:30:16:5:32:824,38621,-0.0158071,-0.3707039,-0.8878828,-0.2720163
9:30:16:5:32:883,38628,-0.01599067,-0.3710201,-0.8877262,-0.2720855
9:30:16:5:32:953,38637,-0.01629555,-0.3714408,-0.8875275,-0.2721418
9:30:16:5:33:12,38644,-0.01635685,-0.3716911,-0.8874202,-0.2721463
9:30:16:5:33:71,38650,-0.01641764,-0.3718687,-0.8873459,-0.2721422
9:30:16:5:33:190,38663,-0.01653958,-0.3721711,-0.8872174,-0.2721402
9:30:16:5:33:250,38670,-0.01653973,-0.3722964,-0.8871641,-0.2721426
9:30:16:5:33:308,38677,-0.01647824,-0.3724082,-0.8871394,-0.272074
9:30:16:5:33:368,38685,-0.01666181,-0.3727241,-0.8869821,-0.2721429
9:30:16:5:33:427,38692,-0.01666223,-0.3728556,-0.8869435,-0.2720888
9:30:16:5:33:486,38699,-0.01672301,-0.373033,-0.886869,-0.2720847
9:30:16:5:33:545,38707,-0.01690568,-0.3733288,-0.8867245,-0.2721388
9:30:16:5:33:605,38713,-0.01702772,-0.3735723,-0.886601,-0.2721994
9:30:16:5:33:664,38720,-0.0173941,-0.3740646,-0.8863665,-0.2722634
9:30:16:5:33:792,38733,-0.01745515,-0.3744923,-0.8861846,-0.2722637
9:30:16:5:33:852,38740,-0.01757747,-0.374742,-0.8860756,-0.2722677
9:30:16:5:33:911,38747,-0.0177604,-0.3750435,-0.885945,-0.2722651
9:30:16:5:33:970,38755,-0.01782115,-0.3752207,-0.88587,-0.2722608
9:30:16:5:34:30,38762,-0.01800434,-0.3755888,-0.8856913,-0.2723232
9:30:16:5:34:89,38769,-0.01800437,-0.3757725,-0.8856319,-0.2722627
9:30:16:5:34:148,38777,-0.0180044,-0.3759564,-0.8855725,-0.2722022
9:30:16:5:34:207,38784,-0.01812672,-0.3762058,-0.8854629,-0.272206
9:30:16:5:34:267,38791,-0.01800428,-0.376259,-0.8854445,-0.2722003
9:30:16:5:34:326,38798,-0.01806503,-0.3764361,-0.8853694,-0.272196
9:30:16:5:34:385,38806,-0.01806517,-0.3765612,-0.8853155,-0.2721982
9:30:16:5:34:445,38813,-0.01812678,-0.3768172,-0.8852214,-0.2721458
9:30:16:5:34:504,38820,-0.0181265,-0.3769947,-0.8851471,-0.2721417
9:30:16:5:34:573,38829,-0.01806496,-0.3771061,-0.8851221,-0.272073
9:30:16:5:34:632,38836,-0.01818727,-0.3773554,-0.8850121,-0.2720767
9:30:16:5:34:692,38843,-0.01831,-0.3775523,-0.8849224,-0.2720867
9:30:16:5:34:751,38851,-0.01837074,-0.3777292,-0.8848471,-0.2720822
9:30:16:5:34:810,38858,-0.01843204,-0.3779789,-0.884738,-0.2720862
9:30:16:5:34:869,38865,-0.01867622,-0.378346,-0.884557,-0.2721479
9:30:16:5:34:929,38872,-0.0188588,-0.3786407,-0.8844105,-0.2722014
9:30:16:5:34:988,38880,-0.01885851,-0.378818,-0.8843358,-0.2721972
9:30:16:5:35:47,38887,-0.01904242,-0.3791394,-0.8841906,-0.2722089
9:30:16:5:35:107,38894,-0.01892027,-0.3791988,-0.8841869,-0.2721467
9:30:16:5:35:166,38902,-0.0189813,-0.3793819,-0.8841259,-0.2720857
9:30:16:5:35:225,38908,-0.01891941,-0.3794868,-0.884086,-0.2720734
9:30:16:5:35:285,38915,-0.01898115,-0.3796841,-0.8839967,-0.2720835
9:30:16:5:35:344,38923,-0.01904289,-0.3798813,-0.8839076,-0.2720936
9:30:16:5:35:413,38931,-0.01916417,-0.3801098,-0.8838102,-0.2720824
9:30:16:5:35:472,38938,-0.01910331,-0.3802352,-0.8837568,-0.2720848
9:30:16:5:35:532,38945,-0.01910274,-0.3803459,-0.8837305,-0.2720157
9:30:16:5:35:591,38953,-0.01934716,-0.3807789,-0.8834999,-0.2721419
9:30:16:5:35:651,38960,-0.01934762,-0.3809101,-0.88346,-0.2720874
9:30:16:5:35:709,38967,-0.01934672,-0.3810145,-0.8834189,-0.2720747
9:30:16:5:35:769,38975,-0.01934778,-0.3812184,-0.8833452,-0.2720286
9:30:16:5:35:828,38982,-0.01946931,-0.3815131,-0.8831988,-0.2720821
9:30:16:5:35:887,38989,-0.01940817,-0.381572,-0.883194,-0.2720196
9:30:16:5:35:947,38997,-0.01940831,-0.3816969,-0.8831393,-0.2720216
9:30:16:5:36:6,39004,-0.01946901,-0.3818734,-0.8830631,-0.2720169
9:30:16:5:36:65,39011,-0.01934732,-0.3818806,-0.8830799,-0.271961
9:30:16:5:36:124,39018,-0.01934778,-0.3820118,-0.8830399,-0.2719065
9:30:16:5:36:184,39025,-0.01922459,-0.3820506,-0.8830495,-0.2718296
9:30:16:5:36:253,39033,-0.01940816,-0.3823653,-0.8828884,-0.2718974
9:30:16:5:36:312,39040,-0.01946918,-0.3825481,-0.8828267,-0.2718362
9:30:16:5:36:371,39048,-0.01946978,-0.3826208,-0.8827926,-0.2718444
9:30:16:5:36:490,39056,-0.01959149,-0.38298,-0.8826544,-0.2717785
9:30:16:5:36:550,39064,-0.01965218,-0.3831564,-0.8825781,-0.2717737
9:30:16:5:36:609,39070,-0.01983535,-0.383463,-0.8824592,-0.2717137
9:30:16:5:36:668,39077,-0.01989603,-0.3836394,-0.8823828,-0.271709
9:30:16:5:36:727,39084,-0.0198965,-0.3837705,-0.8823426,-0.2716543
9:30:16:5:36:786,39092,-0.01995731,-0.3838884,-0.8822719,-0.2717124
9:30:16:5:36:846,39099,-0.02020176,-0.3842607,-0.882103,-0.2717167
9:30:16:5:36:905,39106,-0.02014028,-0.3843132,-0.8820834,-0.2717107
9:30:16:5:36:964,39114,-0.02020204,-0.3845102,-0.8819931,-0.2717205
9:30:16:5:37:24,39121,-0.02026333,-0.3847591,-0.8818821,-0.2717239
9:30:16:5:37:93,39129,-0.02026238,-0.3848631,-0.8818406,-0.2717111
9:30:16:5:37:152,39137,-0.02020185,-0.3849947,-0.8818014,-0.2716568
9:30:16:5:37:211,39144,-0.02020198,-0.3851193,-0.8817463,-0.2716587
9:30:16:5:37:271,39151,-0.02026313,-0.3852436,-0.8816902,-0.2716602
9:30:16:5:37:330,39158,-0.02014064,-0.3852965,-0.8816716,-0.2716545
9:30:16:5:37:389,39166,-0.02014002,-0.3854068,-0.8816447,-0.2715851
9:30:16:5:37:449,39173,-0.02026245,-0.3855968,-0.8815385,-0.2716511
9:30:16:5:37:508,39180,-0.02026292,-0.3857279,-0.8814981,-0.2715964
9:30:16:5:37:567,39188,-0.02032325,-0.3858976,-0.8814065,-0.271648
9:30:16:5:37:626,39195,-0.02038501,-0.3860945,-0.8813158,-0.2716577
9:30:16:5:37:686,39202,-0.02050729,-0.3863428,-0.8812033,-0.2716606
9:30:16:5:37:745,39210,-0.02056844,-0.3864669,-0.881147,-0.2716621
9:30:16:5:37:804,39217,-0.0206291,-0.386643,-0.8810699,-0.2716571
9:30:16:5:37:864,39224,-0.02062846,-0.3867532,-0.8810429,-0.2715878
9:30:16:5:37:933,39232,-0.02068974,-0.3870019,-0.8809313,-0.271591
9:30:16:5:38:51,39246,-0.02093445,-0.3874399,-0.8807117,-0.2716596
9:30:16:5:38:111,39253,-0.02105673,-0.3876881,-0.8805987,-0.2716624
9:30:16:5:38:170,39261,-0.02099473,-0.3877923,-0.8805583,-0.2716499
9:30:16:5:38:229,39268,-0.02099537,-0.387865,-0.8805237,-0.2716581
9:30:16:5:38:288,39275,-0.02105601,-0.3880408,-0.8804463,-0.271653
9:30:16:5:38:348,39283,-0.021117,-0.3882231,-0.8803834,-0.2715914
9:30:16:5:38:407,39289,-0.02111713,-0.3883477,-0.8803279,-0.2715932
9:30:16:5:38:466,39296,-0.02117827,-0.3884717,-0.8802713,-0.2715945
9:30:16:5:38:526,39303,-0.02148283,-0.388888,-0.8800636,-0.2716479
9:30:16:5:38:585,39311,-0.0216051,-0.389136,-0.8799502,-0.2716506
9:30:16:5:38:644,39318,-0.02172702,-0.3893774,-0.8798221,-0.2717098
9:30:16:5:38:703,39325,-0.02178815,-0.3895014,-0.8797653,-0.2717111
9:30:16:5:38:763,39333,-0.02184913,-0.3896835,-0.8797022,-0.2716494
9:30:16:5:38:832,39341,-0.02184992,-0.3898807,-0.8796118,-0.2716592
9:30:16:5:38:891,39348,-0.02184888,-0.3899842,-0.87957,-0.2716463
9:30:16:5:38:951,39356,-0.02178853,-0.3900574,-0.8795363,-0.2716547
9:30:16:5:39:69,39366,-0.02197178,-0.3904873,-0.8793593,-0.2715956
9:30:16:5:39:128,39373,-0.02197191,-0.3906117,-0.8793035,-0.2715972
9:30:16:5:39:188,39381,-0.02197151,-0.3907878,-0.8792267,-0.2715923
9:30:16:5:39:247,39386,-0.02203212,-0.3909634,-0.8791488,-0.2715871
9:30:16:5:39:306,39393,-0.02221568,-0.3912767,-0.8789842,-0.2716539
9:30:16:5:39:365,39401,-0.02227665,-0.3914587,-0.8789207,-0.2715921
9:30:16:5:39:425,39408,-0.02245984,-0.3917655,-0.8787412,-0.2717152
9:30:16:5:39:484,39415,-0.02252081,-0.3919475,-0.8786777,-0.2716534
9:30:16:5:39:543,39423,-0.02246018,-0.3919545,-0.8786934,-0.2715972
9:30:16:5:39:612,39431,-0.02227701,-0.3920143,-0.8786905,-0.2715353
9:30:16:5:39:672,39438,-0.0223376,-0.3921897,-0.8786123,-0.27153
9:30:16:5:39:731,39445,-0.02227644,-0.3922484,-0.8786071,-0.2714674
9:30:16:5:39:790,39452,-0.02239923,-0.3924443,-0.8785138,-0.2714762
9:30:16:5:39:849,39459,-0.02252149,-0.3926918,-0.8783993,-0.2714786
9:30:16:5:39:909,39466,-0.02264338,-0.3929328,-0.8782701,-0.2715375
9:30:16:5:39:968,39474,-0.02276564,-0.3931803,-0.8781555,-0.2715397
9:30:16:5:40:27,39481,-0.02300897,-0.3934717,-0.8780028,-0.2715913
9:30:16:5:40:87,39488,-0.02306954,-0.393647,-0.8779243,-0.2715859
9:30:16:5:40:146,39496,-0.02300923,-0.3937202,-0.8778905,-0.2715943
9:30:16:5:40:205,39503,-0.02307103,-0.3939165,-0.8777979,-0.2716034
9:30:16:5:40:265,39510,-0.02331503,-0.3942804,-0.8776097,-0.2716629
9:30:16:5:40:324,39517,-0.02343729,-0.3945277,-0.8774946,-0.2716651
9:30:16:5:40:393,39526,-0.02337516,-0.3946314,-0.8774536,-0.2716524
9:30:16:5:40:512,39538,-0.02331355,-0.3948656,-0.8773707,-0.2715846
9:30:16:5:40:571,39546,-0.0234358,-0.3951129,-0.8772556,-0.2715867
9:30:16:5:40:630,39553,-0.02374203,-0.3954971,-0.8770514,-0.2716601
9:30:16:5:40:689,39560,-0.0240466,-0.3958535,-0.8768465,-0.2717754
9:30:16:5:40:749,39568,-0.02398613,-0.3959847,-0.8768058,-0.2717207
9:30:16:5:40:808,39575,-0.02404667,-0.3961597,-0.876727,-0.2717152
9:30:16:5:40:867,39582,-0.02416851,-0.3964002,-0.8765967,-0.2717737
9:30:16:5:40:927,39589,-0.02410733,-0.3964587,-0.8765913,-0.271711
9:30:16:5:40:986,39597,-0.02416916,-0.396655,-0.8764982,-0.2717199
9:30:16:5:41:45,39604,-0.0242914,-0.3969019,-0.8763824,-0.2717219
9:30:16:5:41:104,39611,-0.02447304,-0.3972445,-0.8762082,-0.2717668
9:30:16:5:41:164,39619,-0.02441258,-0.3973757,-0.8761674,-0.271712
9:30:16:5:41:233,39627,-0.02447381,-0.3976232,-0.8760527,-0.2717143
9:30:16:5:41:292,39634,-0.02459604,-0.39787,-0.8759366,-0.2717161
9:30:16:5:41:352,39642,-0.02453426,-0.3979799,-0.8759099,-0.2716468
9:30:16:5:41:411,39649,-0.02465649,-0.3982267,-0.8757936,-0.2716486
9:30:16:5:41:470,39656,-0.02490174,-0.3986109,-0.8755892,-0.2717219
9:30:16:5:41:529,39663,-0.02508333,-0.3989531,-0.8754143,-0.2717666
9:30:16:5:41:588,39670,-0.02526728,-0.3992718,-0.8752608,-0.2717758
9:30:16:5:41:648,39677,-0.02514509,-0.3993309,-0.8752568,-0.2717135
9:30:16:5:41:708,39684,-0.02508463,-0.3994621,-0.8752156,-0.2716586
9:30:16:5:41:766,39692,-0.02496172,-0.3994486,-0.8752471,-0.2715884
9:30:16:5:41:826,39699,-0.02520677,-0.3998905,-0.8750352,-0.2715984
9:30:16:5:41:885,39706,-0.02532857,-0.4001305,-0.8749039,-0.2716566
9:30:16:5:41:944,39714,-0.02532849,-0.4003122,-0.87484,-0.2715947
9:30:16:5:42:3,39721,-0.02545071,-0.4005587,-0.8747231,-0.2715963
9:30:16:5:42:73,39729,-0.02557229,-0.4008564,-0.8745847,-0.2715912
9:30:16:5:42:122,39735,-0.02551246,-0.4009363,-0.8745648,-0.2715429
9:30:16:5:42:191,39744,-0.02545022,-0.4010394,-0.8745233,-0.2715301
9:30:16:5:42:251,39751,-0.02563416,-0.4013578,-0.8743691,-0.271539
9:30:16:5:42:310,39758,-0.02551197,-0.4014169,-0.874365,-0.2714767
9:30:16:5:42:369,39766,-0.02544973,-0.4015199,-0.8743235,-0.2714638
9:30:16:5:42:428,39773,-0.02551063,-0.4017009,-0.8742579,-0.2714014
9:30:16:5:42:488,39780,-0.02563241,-0.4019406,-0.8741262,-0.2714594
9:30:16:5:42:547,39788,-0.02569531,-0.4020918,-0.8740676,-0.2714181
9:30:16:5:42:606,39795,-0.02569404,-0.4021942,-0.8740247,-0.2714048
9:30:16:5:42:665,39802,-0.02581624,-0.4024404,-0.8739073,-0.2714062
9:30:16:5:42:725,39809,-0.02575536,-0.4025648,-0.8738512,-0.2714078
9:30:16:5:42:784,39817,-0.02581625,-0.4027458,-0.8737856,-0.2713453
9:30:16:5:42:853,39825,-0.02593845,-0.4029919,-0.873668,-0.2713467
9:30:16:5:42:912,39832,-0.02612195,-0.4033034,-0.8734985,-0.271412
9:30:16:5:42:972,39840,-0.0261211,-0.4034123,-0.8734699,-0.2713421
9:30:16:5:43:31,39847,-0.02630459,-0.4037236,-0.8733003,-0.2714072
9:30:16:5:43:90,39854,-0.02654843,-0.4040853,-0.8731076,-0.2714653
9:30:16:5:43:149,39862,-0.02648798,-0.4042164,-0.8730659,-0.2714103
9:30:16:5:43:209,39869,-0.02660973,-0.4044557,-0.8729334,-0.2714681
9:30:16:5:43:268,39876,-0.02685498,-0.4048388,-0.8727257,-0.2715404
9:30:16:5:43:327,39883,-0.02703681,-0.405186,-0.8725628,-0.2715277
9:30:16:5:43:387,39891,-0.02715899,-0.4054319,-0.8724445,-0.2715289
9:30:16:5:43:446,39898,-0.02722018,-0.4056784,-0.8723276,-0.2715305
9:30:16:5:43:505,39905,-0.02734236,-0.4059242,-0.872209,-0.2715316
9:30:16:5:43:565,39911,-0.02746453,-0.4061699,-0.8720904,-0.2715327
9:30:16:5:43:624,39918,-0.02746395,-0.4063444,-0.8720109,-0.2715269
9:30:16:5:43:693,39926,-0.02764789,-0.406662,-0.8718545,-0.2715352
9:30:16:5:43:752,39934,-0.02789097,-0.4070739,-0.8716387,-0.2715861
9:30:16:5:43:811,39940,-0.02795331,-0.407276,-0.8715573,-0.2715377
9:30:16:5:43:871,39947,-0.02795271,-0.4074504,-0.8714775,-0.2715319
9:30:16:5:43:930,39954,-0.02795258,-0.4076315,-0.8714124,-0.2714696
